"repository","repositoryRoot","status","path","sizeBytes","sha256","classification","sensitivityFlags"
"production-backend","C:\DevProjects\f-freedom-stable\backend","??","scripts/auditWalletReplacementDatabaseImpact.tmp.js","2814","7998ffb30cb7327ade63bc2c59371050e0fce2972c303991c9da9d6e1b2f1cee","temporary-diagnostic-review","System.Object[]"
"production-backend","C:\DevProjects\f-freedom-stable\backend","??","scripts/buildProductionMatrixParentLedger.tmp.js","5777","177b840c87ae59876c95209eef2dd5a104d3955ad670b8c3743a961cc6d18a04","temporary-diagnostic-review","System.Object[]"
"production-backend","C:\DevProjects\f-freedom-stable\backend","??","scripts/classifyProductionRecycleBoundaries.tmp.js","3035","9c34a1f71bc42b8f1ace3ff352766e47bc9828b83d1d2ab6aa7bdc80f677d06e","temporary-diagnostic-review","System.Object[]"
"production-backend","C:\DevProjects\f-freedom-stable\backend","??","scripts/exportWalletReplacementDescendantEdges.tmp.js","2051","efad155fce4499950ea6e7a82605e897a7e5afd2f98496d7a0e04386be840df6","temporary-diagnostic-review","System.Object[]"
"production-backend","C:\DevProjects\f-freedom-stable\backend","??","scripts/exportWalletReplacementOrbitKeys.tmp.js","2359","2a164500963ff221f1cff5b43b1b0472fec3a04f28a4c74d0749ac7f466f82cf","temporary-diagnostic-review","System.Object[]"
"production-backend","C:\DevProjects\f-freedom-stable\backend","??","scripts/inspectC054Earnings.tmp.js","2587","7829d3c7aa4a0685aa54dc8f023b72005390bc65f452f55655d60de2ec109695","temporary-diagnostic-review","System.Object[]"
"production-backend","C:\DevProjects\f-freedom-stable\backend","??","scripts/inspectProductionUpgradeInventory.tmp.js","8930","e92812a50902091d2f8410e05f6810201496fee06288e6c5fec04074b3b56956","temporary-diagnostic-review","System.Object[]"
"production-backend","C:\DevProjects\f-freedom-stable\backend","??","scripts/migrateProductionWalletIdentities.tmp.js","6935","4ac8e3260df59d36fa04f56d3cb78e4696ba76181a4198f9aa8c4679b8c75e01","temporary-diagnostic-review","System.Object[]"
"production-backend","C:\DevProjects\f-freedom-stable\backend","??","scripts/rollbackProductionWalletIdentities.tmp.js","1850","dbf87b92751fdf1cd172dc7b980cae1ff74d62cb40058c7741eda23a5a3c7fec","temporary-diagnostic-review","System.Object[]"
"production-backend","C:\DevProjects\f-freedom-stable\backend","??","scripts/verifyC054HistoricalPayouts.tmp.js","2100","d1bd24094e685b11c3bc96acb2d83193f06e2780cd905532fb946ddcc8ebaca1","temporary-diagnostic-review","System.Object[]"
"production-backend","C:\DevProjects\f-freedom-stable\backend","??","scripts/verifyInactiveLevelSuspectsOnChain.tmp.js","2865","0e92ebd9da0202d64a60c8ff34994a6453b94f9281acc96a8565e6f7d022d38b","temporary-diagnostic-review","System.Object[]"
"production-backend","C:\DevProjects\f-freedom-stable\backend","??","scripts/verifyWalletReplacementDatabasePostState.tmp.js","4104","26d71fe74c2302ee03e1644575963cca1329705147c90d8075352aa8e92a2897","temporary-diagnostic-review","System.Object[]"
"production-backend","C:\DevProjects\f-freedom-stable\backend","??","scripts/verifyWalletReplacementDatabaseProjection.tmp.js","5394","23b24a076c31d114db86c186f5ad2898f7c61c0315e246d6b1e561f965798f06","temporary-diagnostic-review","System.Object[]"
"production-backend","C:\DevProjects\f-freedom-stable\backend","??","scripts/verifyWalletReplacementOrbitSnapshotWindow.tmp.js","1948","daee4e43e34a54ef28d13f823a366e7713eee8ba42cd2e8aad62b140cdc9d69f","temporary-diagnostic-review","System.Object[]"
"production-backend","C:\DevProjects\f-freedom-stable\backend","??","src/models/WalletIdentityAlias.js","851","1c988f30c9ed3a08fca117a39c84c9297c876d02b89f196eeb38a7746c87b17e","production-migration-source-review","System.Object[]"
"production-frontend","C:\DevProjects\f-freedom-stable\Fin-Freedom-Web2 - Copy","??","docs/Fin-Freedom-Network-Video-Package.zip","1703122","1de435b46e1ca87417efa8a07ee880861ab2ec3d2ea47455c2949a851df4536e","shared-documentation","System.Object[]"
"production-frontend","C:\DevProjects\f-freedom-stable\Fin-Freedom-Web2 - Copy","??","docs/video-production/BRAND_AND_ORBIT_GUIDE.md","11380","fbaf4405a781f8e04d01bd7862c32cb6229d4bf946b2d7be446a4dbd54c21b3f","shared-documentation","System.Object[]"
"production-frontend","C:\DevProjects\f-freedom-stable\Fin-Freedom-Web2 - Copy","??","docs/video-production/ORBIT_DIAGRAMS.preview.png","140319","e2226611ac1ad343b682a648a2aa07191a93d70406e7dc503d3395699ec69b23","shared-documentation","System.Object[]"
"production-frontend","C:\DevProjects\f-freedom-stable\Fin-Freedom-Web2 - Copy","??","docs/video-production/ORBIT_DIAGRAMS.svg","10673","bca27039b5a5d363b653a0cc3e73541510d8230be91b2f409f03691845da0039","shared-documentation","System.Object[]"
"production-frontend","C:\DevProjects\f-freedom-stable\Fin-Freedom-Web2 - Copy","??","docs/video-production/ORBIT_RADIAL_DIAGRAM.png","276206","f27ec3f70b3ec2ae95308bcb65b6b705cc2f80b31dc0005e56ec6cf220599362","shared-documentation","System.Object[]"
"production-frontend","C:\DevProjects\f-freedom-stable\Fin-Freedom-Web2 - Copy","??","docs/video-production/ORBIT_RADIAL_DIAGRAM.svg","14830","32da68ba261ff944b24635804793516a113ac55df7bb0d01d2524636257ed6b0","shared-documentation","System.Object[]"
"production-frontend","C:\DevProjects\f-freedom-stable\Fin-Freedom-Web2 - Copy","??","docs/video-production/README.md","1086","63590b885402dd3eccfbecc1f7ef5b30d4dde983ab2e3c03c6ecd82de9409366","shared-documentation","System.Object[]"
"production-frontend","C:\DevProjects\f-freedom-stable\Fin-Freedom-Web2 - Copy","??","docs/video-production/VIDEO_STORYBOARD.md","5770","06a2648228396bc087d8a16061868d716c261b0ea2b023746b854ed3cee9c28d","shared-documentation","System.Object[]"
"production-frontend","C:\DevProjects\f-freedom-stable\Fin-Freedom-Web2 - Copy","??","docs/video-production/assets/official_logo_dark.png","295332","3e1ee24b943c403d0708d3fb842ab31b697d9d078cb567cbb26be0795e755bc9","shared-documentation","System.Object[]"
"production-frontend","C:\DevProjects\f-freedom-stable\Fin-Freedom-Web2 - Copy","??","docs/video-production/assets/official_logo_light.png","231165","28f9e36217e303d731d2db943f5f63e2ff05182de4158efa821de2a407a0e6b8","shared-documentation","System.Object[]"
"production-frontend","C:\DevProjects\f-freedom-stable\Fin-Freedom-Web2 - Copy","??","docs/video-production/assets/title_bar_logo.png","789068","e86674ad3d296d0876378f805e9d18df8536d1367fcc01bb0086db7454bf1be8","shared-documentation","System.Object[]"
"production-frontend","C:\DevProjects\f-freedom-stable\Fin-Freedom-Web2 - Copy","??","tmp-production-build/assets/images/security-hero-image.png","353178","06954e31669792e986a36d6c23799b0e9cc52aad3d893bee334cd614fc029de3","generated-delete-candidate","System.Object[]"
"production-frontend","C:\DevProjects\f-freedom-stable\Fin-Freedom-Web2 - Copy","??","tmp-production-build/assets/images/support-country-1.png","1332142","a804bcf67859b6de5dda01fee2e47b1ebd72eb734216540a70d8732873a56ec8","generated-delete-candidate","System.Object[]"
"production-frontend","C:\DevProjects\f-freedom-stable\Fin-Freedom-Web2 - Copy","??","tmp-production-build/assets/images/support-country-2.png","1369901","85316c8b827ae54f3da9ebf1451c48bc6e7b0874357172f374fa71a02d1febae","generated-delete-candidate","System.Object[]"
"production-frontend","C:\DevProjects\f-freedom-stable\Fin-Freedom-Web2 - Copy","??","tmp-production-build/assets/images/support-country-3.png","1352574","c1eedcb7955b559eb8a3ee9a4536b633855282d0445114047846fb7d27a83bd1","generated-delete-candidate","System.Object[]"
"production-frontend","C:\DevProjects\f-freedom-stable\Fin-Freedom-Web2 - Copy","??","tmp-production-build/assets/images/support-country-4.png","1347968","9f382e74139b24cbb0eb5602f2f56dcca2f70b7c2aa879ed623fec6782a6b3d9","generated-delete-candidate","System.Object[]"
"production-frontend","C:\DevProjects\f-freedom-stable\Fin-Freedom-Web2 - Copy","??","tmp-production-build/assets/images/support-country-5.png","1350129","c24882647df7d8667bfcd31a3ffb28d72f18a688aa737e17ee73ddd5b58964e6","generated-delete-candidate","System.Object[]"
"production-frontend","C:\DevProjects\f-freedom-stable\Fin-Freedom-Web2 - Copy","??","tmp-production-build/assets/images/support-country-6.png","1374864","bfe91b9216c61dec493747adb88a9fb5725ba519bcecb804ff4652ac509d89ff","generated-delete-candidate","System.Object[]"
"production-frontend","C:\DevProjects\f-freedom-stable\Fin-Freedom-Web2 - Copy","??","tmp-production-build/assets/images/support-country-7.png","1379500","3f72b69a4842708752d161de55af3e843b07221281c06b576776ec92b5ac1ec8","generated-delete-candidate","System.Object[]"
"production-frontend","C:\DevProjects\f-freedom-stable\Fin-Freedom-Web2 - Copy","??","tmp-production-build/assets/images/support-country-8.png","1368526","4602b0fffea556fdecc3c91e3cec3651171715063cd6fd25db3760eb7aa5e14e","generated-delete-candidate","System.Object[]"
"production-frontend","C:\DevProjects\f-freedom-stable\Fin-Freedom-Web2 - Copy","??","tmp-production-build/assets/images/support-country-9.png","1398963","9b434f067f3065c6312f5f6f5fe6713b4bf3f27d65ab811f3a39bbfca93adac1","generated-delete-candidate","System.Object[]"
"production-frontend","C:\DevProjects\f-freedom-stable\Fin-Freedom-Web2 - Copy","??","tmp-production-build/assets/images/support-hero-image.png","224425","a420653d359579a9142b43df71bbbdbf09ac1c4dbf5e1347725b4d8c8c0d464c","generated-delete-candidate","System.Object[]"
"production-frontend","C:\DevProjects\f-freedom-stable\Fin-Freedom-Web2 - Copy","??","tmp-production-build/assets/index-CP6r5tPx.js","3668125","2c849499b4eee1c2e71fc47863cbf92e21a85b01e2aecfde8ecd708d68be15b9","generated-delete-candidate","System.Object[]"
"production-frontend","C:\DevProjects\f-freedom-stable\Fin-Freedom-Web2 - Copy","??","tmp-production-build/assets/index-DyQDpYpP.css","747494","8970039367724d0722d2bd881c95105fcdeeb891c6d48204f26154d742ed1af5","generated-delete-candidate","System.Object[]"
"production-frontend","C:\DevProjects\f-freedom-stable\Fin-Freedom-Web2 - Copy","??","tmp-production-build/assets/p12-image.png","50581","33dc59612029e848d271e8832a20d475998db27b95cffd20a8f229b0b2295039","generated-delete-candidate","System.Object[]"
"production-frontend","C:\DevProjects\f-freedom-stable\Fin-Freedom-Web2 - Copy","??","tmp-production-build/assets/p39-image.png","73824","5d2056f17ad629e90ca62124c6690f8d0427cb322a206e92ba3dc1d1e9344d76","generated-delete-candidate","System.Object[]"
"production-frontend","C:\DevProjects\f-freedom-stable\Fin-Freedom-Web2 - Copy","??","tmp-production-build/assets/p4-image.png","30259","29699de16915de35d9df55fbb3f45a3e62765f9114b74e313593bdcafa98498a","generated-delete-candidate","System.Object[]"
"production-frontend","C:\DevProjects\f-freedom-stable\Fin-Freedom-Web2 - Copy","??","tmp-production-build/assets/router-C8xFxfAF.js","36128","0c054454d20412174ca0d60af0a3c91a613911937c69b9c6f17baf2e3d8d1336","generated-delete-candidate","System.Object[]"
"production-frontend","C:\DevProjects\f-freedom-stable\Fin-Freedom-Web2 - Copy","??","tmp-production-build/assets/ui-DoYiPK4R.js","49745","7698fe9823e1cf2a8d6000e7be0256c197f902962c9abc4145cbf3750fd17197","generated-delete-candidate","System.Object[]"
"production-frontend","C:\DevProjects\f-freedom-stable\Fin-Freedom-Web2 - Copy","??","tmp-production-build/assets/vendor-C-tmg_rb.js","1672126","5f14ed17beee0e4577fed5c7712b5a329ce93d47372d57b1aa724818c9182344","generated-delete-candidate","System.Object[]"
"production-frontend","C:\DevProjects\f-freedom-stable\Fin-Freedom-Web2 - Copy","??","tmp-production-build/assets/vendor-DBkz-poX.css","230850","a4d1460f4ebc981652526d0051a63643cacf0b26741fdd4a7f66eba8acbd7cf4","generated-delete-candidate","System.Object[]"
"production-frontend","C:\DevProjects\f-freedom-stable\Fin-Freedom-Web2 - Copy","??","tmp-production-build/assets/web3-DzFo9uy9.js","185003","22af1921e48d89790600692a9bb3f1f9722fdbce883dd8b0aa0893ece1cb962c","generated-delete-candidate","System.Object[]"
"production-frontend","C:\DevProjects\f-freedom-stable\Fin-Freedom-Web2 - Copy","??","tmp-production-build/chick/IMG_20260311_145134_406.jpg","147592","15134d0c6cccbd0c654f74543b1d16dca969d5860b9ad060a2420d1e34567d3c","generated-delete-candidate","System.Object[]"
"production-frontend","C:\DevProjects\f-freedom-stable\Fin-Freedom-Web2 - Copy","??","tmp-production-build/chick/IMG_20260311_145141_231.jpg","144571","e85abbf164a096a0538638ff89328bdef94ab42139b09e1091220b4492cf0547","generated-delete-candidate","System.Object[]"
"production-frontend","C:\DevProjects\f-freedom-stable\Fin-Freedom-Web2 - Copy","??","tmp-production-build/chick/IMG_20260311_145148_802.jpg","87401","17527b9317227f7624725b05185e57ad6a9b85481203859121804c39273ee29a","generated-delete-candidate","System.Object[]"
"production-frontend","C:\DevProjects\f-freedom-stable\Fin-Freedom-Web2 - Copy","??","tmp-production-build/chick/IMG_20260311_145153_544.jpg","36978","40ad00a47d274a2dd34feec9a3359d23dd4a18fb6cc5ff35b1bca6bd2257da48","generated-delete-candidate","System.Object[]"
"production-frontend","C:\DevProjects\f-freedom-stable\Fin-Freedom-Web2 - Copy","??","tmp-production-build/chick/IMG_20260311_145157_290.jpg","39945","5e7ee2247b06bef67e205bf94d28e9025f45b6c49d4b57d47ef9ad4325e18dbd","generated-delete-candidate","System.Object[]"
"production-frontend","C:\DevProjects\f-freedom-stable\Fin-Freedom-Web2 - Copy","??","tmp-production-build/chick/IMG_20260311_145202_399.jpg","43937","bd8d6416a38fb1fd48231d3bd6b05d056d809b93b5a80b464e36938f14404f00","generated-delete-candidate","System.Object[]"
"production-frontend","C:\DevProjects\f-freedom-stable\Fin-Freedom-Web2 - Copy","??","tmp-production-build/chick/IMG_20260311_145207_368.jpg","90248","129a954eda47305241fa4e6d370d4c545e30416688a41955869fcad7d5d83b00","generated-delete-candidate","System.Object[]"
"production-frontend","C:\DevProjects\f-freedom-stable\Fin-Freedom-Web2 - Copy","??","tmp-production-build/chick/IMG_20260311_145230_077.jpg","34173","8eb3688b24cad6fda9b328fec534c96dbe10e8bebd67e7e8cb94db7a1cc477a1","generated-delete-candidate","System.Object[]"
"production-frontend","C:\DevProjects\f-freedom-stable\Fin-Freedom-Web2 - Copy","??","tmp-production-build/chick/IMG_20260311_145238_060.jpg","88408","47f3676c5f3744fa8d20a3b685bbcc7d3e592b84865c970adfc7496dd137e437","generated-delete-candidate","System.Object[]"
"production-frontend","C:\DevProjects\f-freedom-stable\Fin-Freedom-Web2 - Copy","??","tmp-production-build/chick/IMG_20260311_145242_896.jpg","42330","e0551c088e15b5c521624ff32922f343d213964d5986b740d84de1a6478460d0","generated-delete-candidate","System.Object[]"
"production-frontend","C:\DevProjects\f-freedom-stable\Fin-Freedom-Web2 - Copy","??","tmp-production-build/chick/IMG_20260311_145246_204.jpg","40786","11aaacb5e14b7a23a869a90e582b71a01aeded5bcac5f4a008358f59a378feed","generated-delete-candidate","System.Object[]"
"production-frontend","C:\DevProjects\f-freedom-stable\Fin-Freedom-Web2 - Copy","??","tmp-production-build/chick/IMG_20260311_145251_232.jpg","55424","c6aa2d13f3d7e3d3c0e9f385f3c3707e67527190d579d8468d07156d8fae4894","generated-delete-candidate","System.Object[]"
"production-frontend","C:\DevProjects\f-freedom-stable\Fin-Freedom-Web2 - Copy","??","tmp-production-build/chick/burn-icon.png","3882","0a459674045e6fc8a8103d746226f433350facc26a81ab5a0b9bf7d17046f77b","generated-delete-candidate","System.Object[]"
"production-frontend","C:\DevProjects\f-freedom-stable\Fin-Freedom-Web2 - Copy","??","tmp-production-build/chick/clock-icon.png","5929","fd90917dd3a1de7686d01d0e337be3553ebcfd40948997631ce89ee25dc1f67e","generated-delete-candidate","System.Object[]"
"production-frontend","C:\DevProjects\f-freedom-stable\Fin-Freedom-Web2 - Copy","??","tmp-production-build/chick/details-icon.jpg","156245","9b725ca633c56a0d2a3ed67bb188f1540d456a123aad5350dd723a3df6c6ca6c","generated-delete-candidate","System.Object[]"
"production-frontend","C:\DevProjects\f-freedom-stable\Fin-Freedom-Web2 - Copy","??","tmp-production-build/chick/details-icon.png","3558","f3b6048101020733992dd997057c7dc89a96b1ac579f2d0ca69d2e3fa6c2c9f2","generated-delete-candidate","System.Object[]"
"production-frontend","C:\DevProjects\f-freedom-stable\Fin-Freedom-Web2 - Copy","??","tmp-production-build/chick/empty-icon.png","7594","5776485ca14611dcb42f474b791b160d4b0b29cb517d40b97d7299c2259e1971","generated-delete-candidate","System.Object[]"
"production-frontend","C:\DevProjects\f-freedom-stable\Fin-Freedom-Web2 - Copy","??","tmp-production-build/chick/error-icon.png","8529","2570cd8bb5effccca81e51464f3e018ba488b92edf869d7e2b75ebdbdaab3575","generated-delete-candidate","System.Object[]"
"production-frontend","C:\DevProjects\f-freedom-stable\Fin-Freedom-Web2 - Copy","??","tmp-production-build/chick/fgt-icon.png","32665","5e49cfc49bafffd770723d44944f7367e13f3b6182449113765abc57fd888e92","generated-delete-candidate","System.Object[]"
"production-frontend","C:\DevProjects\f-freedom-stable\Fin-Freedom-Web2 - Copy","??","tmp-production-build/chick/fgtr-icon.png","34714","520ac186d91e1f6e6719ae6cfd914a4ab0a9b0661fb98943b9cf90e1138c6c7f","generated-delete-candidate","System.Object[]"
"production-frontend","C:\DevProjects\f-freedom-stable\Fin-Freedom-Web2 - Copy","??","tmp-production-build/chick/fpt-icon.png","33294","4184716fbd8f94b3ec61c00851b2dbd43f50785db8fd4fe25aedb0323d7ce5e1","generated-delete-candidate","System.Object[]"
"production-frontend","C:\DevProjects\f-freedom-stable\Fin-Freedom-Web2 - Copy","??","tmp-production-build/chick/info-icon.png","11132","38d18badcfa5b97a484982de06ffd2c534dd8cca710dca9767d634568a05d5ae","generated-delete-candidate","System.Object[]"
"production-frontend","C:\DevProjects\f-freedom-stable\Fin-Freedom-Web2 - Copy","??","tmp-production-build/chick/learn-icon.png","3976","c1e2769e45b7bc448abcb29ac712a995433d38568fb17167d26961652be58abc","generated-delete-candidate","System.Object[]"
"production-frontend","C:\DevProjects\f-freedom-stable\Fin-Freedom-Web2 - Copy","??","tmp-production-build/chick/loading-icon.png","9934","260d9073965b4745863648a2acb9abcee8493d0ecddc9b38475e71c13c8782a8","generated-delete-candidate","System.Object[]"
"production-frontend","C:\DevProjects\f-freedom-stable\Fin-Freedom-Web2 - Copy","??","tmp-production-build/chick/lock-icon.png","6754","afceea95279d9e4199a23d3109915b489b5f8fe36e5f212058e7db659ae6dede","generated-delete-candidate","System.Object[]"
"production-frontend","C:\DevProjects\f-freedom-stable\Fin-Freedom-Web2 - Copy","??","tmp-production-build/chick/mint-icon.png","5479","6a379c7a8754b7de4b0d1be3c4cf35ec5a6af907eeb598c017aea39e7ee4d725","generated-delete-candidate","System.Object[]"
"production-frontend","C:\DevProjects\f-freedom-stable\Fin-Freedom-Web2 - Copy","??","tmp-production-build/chick/timeline-icon.png","6274","ca857919bcd9c335123e28098b2fb3664c5e5d095a6dbfcd46a0798ed59e8f7c","generated-delete-candidate","System.Object[]"
"production-frontend","C:\DevProjects\f-freedom-stable\Fin-Freedom-Web2 - Copy","??","tmp-production-build/chick/wallet-badge.png","4727","887a2b4c2f75ae5b159ed6544683f08d2551bcba0ccc6c6f56e38f9a9e013b4b","generated-delete-candidate","System.Object[]"
"production-frontend","C:\DevProjects\f-freedom-stable\Fin-Freedom-Web2 - Copy","??","tmp-production-build/chick/welcome-icon.jpg","122972","df45bd03d1bc29b3e9e956f9ae7696e3fe85b89bbcb43ea9a94bdfd41af0d666","generated-delete-candidate","System.Object[]"
"production-frontend","C:\DevProjects\f-freedom-stable\Fin-Freedom-Web2 - Copy","??","tmp-production-build/chick/welcome-icon.png","14425","3c4f34a500823149cfea21b949750c933675cd03413014ff4bb229380f2fa148","generated-delete-candidate","System.Object[]"
"production-frontend","C:\DevProjects\f-freedom-stable\Fin-Freedom-Web2 - Copy","??","tmp-production-build/docs/f-freedom-program.pdf","1906828","85fd364f1027e508f35e8b1afb3831252335cbe53c1934b1ef326c863b26f8a0","generated-delete-candidate","System.Object[]"
"production-frontend","C:\DevProjects\f-freedom-stable\Fin-Freedom-Web2 - Copy","??","tmp-production-build/docs/fin-freedom-overview.pdf","1965700","38657e6321bec872efdc529a40ee67ee789e46c76a23ff5173d778e09a363198","generated-delete-candidate","System.Object[]"
"production-frontend","C:\DevProjects\f-freedom-stable\Fin-Freedom-Web2 - Copy","??","tmp-production-build/docs/mobile-registration-guide.pdf","311668","305ad4f2b249a90f7a9ba38c61debc21aff74e75487fc4b4820b06b6f29c40a6","generated-delete-candidate","System.Object[]"
"production-frontend","C:\DevProjects\f-freedom-stable\Fin-Freedom-Web2 - Copy","??","tmp-production-build/images/about/core-values-dark.png","1636853","79db3f494604b2631ea61d38f54fa9248ac8377703c608d6d244ad721409b0f1","generated-delete-candidate","System.Object[]"
"production-frontend","C:\DevProjects\f-freedom-stable\Fin-Freedom-Web2 - Copy","??","tmp-production-build/images/about/core-values-light.png","1523466","f1d3c5edf7a07e37e2a4e1ed603673e30fd584cdf84a3ac8142d412736691101","generated-delete-candidate","System.Object[]"
"production-frontend","C:\DevProjects\f-freedom-stable\Fin-Freedom-Web2 - Copy","??","tmp-production-build/images/about/core-values-mobile-dark.png","1354300","8043e954f22828483b39fa7670440f6073321d8dd5b401dcc23d539b689e0ace","generated-delete-candidate","System.Object[]"
"production-frontend","C:\DevProjects\f-freedom-stable\Fin-Freedom-Web2 - Copy","??","tmp-production-build/images/about/core-values-mobile-light.png","1191896","a66f34987489a9cdf85e374fe59b87404993a958e1659b88c1e729b493fd6a9b","generated-delete-candidate","System.Object[]"
"production-frontend","C:\DevProjects\f-freedom-stable\Fin-Freedom-Web2 - Copy","??","tmp-production-build/images/about/our-commitment-dark.png","1764332","ba34a7db79186bc8ec1cd61fd5e3df7912798b744951a43308805a995e872246","generated-delete-candidate","System.Object[]"
"production-frontend","C:\DevProjects\f-freedom-stable\Fin-Freedom-Web2 - Copy","??","tmp-production-build/images/about/our-commitment-light.png","1508743","8d84b9091671b491ece1a3f334c5e978bb4abcab175dd702a14bb7121cc2fef4","generated-delete-candidate","System.Object[]"
"production-frontend","C:\DevProjects\f-freedom-stable\Fin-Freedom-Web2 - Copy","??","tmp-production-build/images/about/our-commitment-mobile-dark.png","1239478","1b60f7a33ce120b33266bc8e3b781ae1666a6006fa0d2015bdb60e1ca7708acd","generated-delete-candidate","System.Object[]"
"production-frontend","C:\DevProjects\f-freedom-stable\Fin-Freedom-Web2 - Copy","??","tmp-production-build/images/about/our-commitment-mobile-light.png","1114416","d310856e39c6f3e66a98442c274247adb22962533743203d87fff11680f1a2e4","generated-delete-candidate","System.Object[]"
"production-frontend","C:\DevProjects\f-freedom-stable\Fin-Freedom-Web2 - Copy","??","tmp-production-build/images/about/our-foundation-dark.png","1821361","dd0be997cb01eba5a23c351b1787698bcb9ffad5504552c101069d9e24467cb0","generated-delete-candidate","System.Object[]"
"production-frontend","C:\DevProjects\f-freedom-stable\Fin-Freedom-Web2 - Copy","??","tmp-production-build/images/about/our-foundation-light.png","1787131","85e421711711738bca7fd09a6993fdac1a9a48edec2c6f81eb6dab8bee230a8b","generated-delete-candidate","System.Object[]"
"production-frontend","C:\DevProjects\f-freedom-stable\Fin-Freedom-Web2 - Copy","??","tmp-production-build/images/about/our-foundation-mobile-dark.png","1622922","455ee246873baebb45230f4fce034f069a06127750ad2e401c977e18708decd4","generated-delete-candidate","System.Object[]"
"production-frontend","C:\DevProjects\f-freedom-stable\Fin-Freedom-Web2 - Copy","??","tmp-production-build/images/about/our-foundation-mobile-light.png","1278082","fa725d092707b47788760fd812122334e27503f6518cdf7d364a586c9fbb192d","generated-delete-candidate","System.Object[]"
"production-frontend","C:\DevProjects\f-freedom-stable\Fin-Freedom-Web2 - Copy","??","tmp-production-build/images/about/our-purpose-dark.png","2103891","d386e646ed76c42f7347fbf48578d94728f301ee716db97dbc918e7d24ef51ec","generated-delete-candidate","System.Object[]"
"production-frontend","C:\DevProjects\f-freedom-stable\Fin-Freedom-Web2 - Copy","??","tmp-production-build/images/about/our-purpose-light.png","2005696","b5d62bc21816c4ba496ab9b6f6ccaad18bcd506ab2ab525c6d142a258b19a2f4","generated-delete-candidate","System.Object[]"
"production-frontend","C:\DevProjects\f-freedom-stable\Fin-Freedom-Web2 - Copy","??","tmp-production-build/images/about/our-purpose-mobile-dark.png","1909274","a62b15ea1782efe09fa1f863ab525511eec76ffa4820acc1023e291bf263907f","generated-delete-candidate","System.Object[]"
"production-frontend","C:\DevProjects\f-freedom-stable\Fin-Freedom-Web2 - Copy","??","tmp-production-build/images/about/our-purpose-mobile-light.png","1859549","37ed3615f4488ae2d831c85b0f29cef6ac0de7d8866bf13da5d0ec0a105987d5","generated-delete-candidate","System.Object[]"
"production-frontend","C:\DevProjects\f-freedom-stable\Fin-Freedom-Web2 - Copy","??","tmp-production-build/images/about/together-dark.png","1774258","3e61b744f870ee53fd20832b7d320ac5138ce7a05f7709ec35475f2f1cf1d73d","generated-delete-candidate","System.Object[]"
"production-frontend","C:\DevProjects\f-freedom-stable\Fin-Freedom-Web2 - Copy","??","tmp-production-build/images/about/together-light.png","1522384","bf422fabaf38490ea523a2a043ab7bff30932926ed0b9fe1f023330635062d01","generated-delete-candidate","System.Object[]"
